GOBPID	Pvalue	OddsRatio	ExpCount	Count	Size	Term
103	GO:0019344	0.00673825650418237	22.5073746312684	0.131111823133611	2	6	cysteine biosynthetic process
104	GO:0032532	0.00673825650418237	22.5073746312684	0.131111823133611	2	6	regulation of microvillus length
105	GO:0034201	0.00673825650418237	22.5073746312684	0.131111823133611	2	6	response to oleic acid
106	GO:0042796	0.00673825650418237	22.5073746312684	0.131111823133611	2	6	snRNA transcription by RNA polymerase III
107	GO:0046477	0.00673825650418237	22.5073746312684	0.131111823133611	2	6	glycosylceramide catabolic process
108	GO:0048290	0.00673825650418237	22.5073746312684	0.131111823133611	2	6	isotype switching to IgA isotypes
109	GO:0060696	0.00673825650418237	22.5073746312684	0.131111823133611	2	6	regulation of phospholipid catabolic process
110	GO:0070813	0.00673825650418237	22.5073746312684	0.131111823133611	2	6	hydrogen sulfide metabolic process
111	GO:0090158	0.00673825650418237	22.5073746312684	0.131111823133611	2	6	endoplasmic reticulum membrane organization
112	GO:1905165	0.00673825650418237	22.5073746312684	0.131111823133611	2	6	regulation of lysosomal protein catabolic process
113	GO:0090218	0.00687523215298614	5.83248779553939	0.764818968279398	4	35	positive regulation of lipid kinase activity
114	GO:0010243	0.00704526384212967	1.67694994179278	19.448253764819	31	890	response to organonitrogen compound
115	GO:1901653	0.00705214882960596	2.14877300613497	7.32041012495995	15	335	cellular response to peptide
116	GO:0002757	0.00743567618455723	2.02776174442841	8.78449214995194	17	402	immune response-activating signal transduction
117	GO:0006928	0.00748541556880558	1.46975438596491	40.5572572893303	56	1856	movement of cell or subcellular component
118	GO:0002253	0.00749015470414736	1.94248447204969	10.2485741749439	19	469	activation of immune response
119	GO:0051493	0.00765413903296191	1.93804657696492	10.2704261454662	19	470	regulation of cytoskeleton organization
120	GO:0050865	0.00782102597898504	1.93362831858407	10.2922781159885	19	471	regulation of cell activation
121	GO:1901701	0.00804778536463781	1.62129545575906	22.0704902274912	34	1010	cellular response to oxygen-containing compound
122	GO:0043200	0.00819354887180601	3.24337040205304	2.29445690483819	7	105	response to amino acid
123	GO:0061028	0.00838176309381228	5.47828432694902	0.808522909323935	4	37	establishment of endothelial barrier
124	GO:0086004	0.00838176309381228	5.47828432694902	0.808522909323935	4	37	regulation of cardiac muscle cell contraction
125	GO:0050776	0.00859980054185522	1.69547077616989	17.3286126241589	28	793	regulation of immune response
126	GO:0043550	0.00860248153561508	4.27083333333333	1.26741429029157	5	58	regulation of lipid kinase activity
127	GO:0071385	0.00860248153561508	4.27083333333333	1.26741429029157	5	58	cellular response to glucocorticoid stimulus
128	GO:1990778	0.00881844113884848	2.22619210742669	6.11855174623518	13	280	protein localization to cell periphery
129	GO:0006909	0.00889497044179208	2.41282051282051	4.7855815443768	11	219	phagocytosis
130	GO:0001974	0.00920985515809304	5.31680921626811	0.830374879846203	4	38	blood vessel remodeling
131	GO:0000052	0.00929790242657814	18.0047197640118	0.15296379365588	2	7	citrulline metabolic process
132	GO:0000395	0.00929790242657814	18.0047197640118	0.15296379365588	2	7	mRNA 5'-splice site recognition
133	GO:0015884	0.00929790242657814	18.0047197640118	0.15296379365588	2	7	folic acid transport
134	GO:0032886	0.00939109874353706	2.51756772545943	4.17372636975328	10	191	regulation of microtubule-based process
135	GO:0019637	0.00957929084892144	1.58892077156066	23.1630887536046	35	1060	organophosphate metabolic process
136	GO:0016192	0.00983944048140841	1.45485133831397	39.3772508811278	54	1802	vesicle-mediated transport
137	GO:1901880	0.00989883146163784	4.11498917748918	1.31111823133611	5	60	negative regulation of protein depolymerization
